,field_office,Applications Received2,Approved3,Denied4,Pending5,quarter,state,code,year,fy
111,Des Moines,"1,030","1,117",135,"3,409","FY 2018, 3rd Q, April 1-June 30, 2018",Iowa,DSM,2018.0,FY 2018
115,Wichita,394,831,49,728,"FY 2018, 3rd Q, April 1-June 30, 2018",Kansas,WIC,2018.0,FY 2018
119,Louisville,"1,182","1,212",113,"2,298","FY 2018, 3rd Q, April 1-June 30, 2018",Kentucky,LOU,2018.0,FY 2018
123,New Orleans,944,914,84,"3,867","FY 2018, 3rd Q, April 1-June 30, 2018",Louisiana,NOL,2018.0,FY 2018
127,Portland,296,361,20,514,"FY 2018, 3rd Q, April 1-June 30, 2018",Maine,POO,2018.0,FY 2018
131,Baltimore,"5,006","2,552",189,"22,603","FY 2018, 3rd Q, April 1-June 30, 2018",Maryland,BAL,2018.0,FY 2018
135,Boston,"4,202","4,699",517,"9,980","FY 2018, 3rd Q, April 1-June 30, 2018",Massachusetts,BOS,2018.0,FY 2018
137,Lawrence,"2,739","2,119",329,"4,132","FY 2018, 3rd Q, April 1-June 30, 2018",Massachusetts,LAW,2018.0,FY 2018
141,Detroit,"4,001","3,868",771,"9,805","FY 2018, 3rd Q, April 1-June 30, 2018",Michigan,DET,2018.0,FY 2018
145,St. Paul,"3,833","2,730",254,"17,504","FY 2018, 3rd Q, April 1-June 30, 2018",Minnesota,SPM,2018.0,FY 2018
149,Kansas City,"1,110","1,175",133,"2,116","FY 2018, 3rd Q, April 1-June 30, 2018",Missouri,KAN,2018.0,FY 2018
151,St. Louis,764,830,113,"1,961","FY 2018, 3rd Q, April 1-June 30, 2018",Missouri,STL,2018.0,FY 2018
155,Helena,120,93, D ,190,"FY 2018, 3rd Q, April 1-June 30, 2018",Montana,HEL,2018.0,FY 2018
159,Omaha,"1,140","1,169",154,"2,364","FY 2018, 3rd Q, April 1-June 30, 2018",Nebraska,OMA,2018.0,FY 2018
163,Las Vegas,"2,015","1,066",158,"8,966","FY 2018, 3rd Q, April 1-June 30, 2018",Nevada,LVG,2018.0,FY 2018
165,Reno,334,436,41,849,"FY 2018, 3rd Q, April 1-June 30, 2018",Nevada,REN,2018.0,FY 2018
169,Manchester,443,370,18,692,"FY 2018, 3rd Q, April 1-June 30, 2018",New Hampshire,MAN,2018.0,FY 2018
173,Mount Laurel,"2,048","2,178",218,"4,621","FY 2018, 3rd Q, April 1-June 30, 2018",New Jersey,MTL,2018.0,FY 2018
175,Newark,"8,667","8,488",798,"25,643","FY 2018, 3rd Q, April 1-June 30, 2018",New Jersey,NEW,2018.0,FY 2018
179,Albuquerque,549,558,40,"1,093","FY 2018, 3rd Q, April 1-June 30, 2018",New Mexico,ABQ,2018.0,FY 2018
183,Albany,425,50,22,"1,271","FY 2018, 3rd Q, April 1-June 30, 2018",New York,ALB,2018.0,FY 2018
185,Brooklyn,"5,572","3,494",726,"26,968","FY 2018, 3rd Q, April 1-June 30, 2018",New York,BNY,2018.0,FY 2018
187,Buffalo,"1,730","1,587",183,"3,435","FY 2018, 3rd Q, April 1-June 30, 2018",New York,BUF,2018.0,FY 2018
189,Long Island,"3,955","3,936",629,"8,090","FY 2018, 3rd Q, April 1-June 30, 2018",New York,LNY,2018.0,FY 2018
191,New York,"7,439","6,858",908,"30,451","FY 2018, 3rd Q, April 1-June 30, 2018",New York,NYC,2018.0,FY 2018
193,Queens,"6,598","6,796","1,189","25,164","FY 2018, 3rd Q, April 1-June 30, 2018",New York,QNS,2018.0,FY 2018
197,Charlotte,"2,124","1,355",260,"5,710","FY 2018, 3rd Q, April 1-June 30, 2018",North Carolina,CLT,2018.0,FY 2018
199,Raleigh,"1,925","1,733",109,"4,108","FY 2018, 3rd Q, April 1-June 30, 2018",North Carolina,RAL,2018.0,FY 2018
203,Cincinnati,864,745,75,"1,506","FY 2018, 3rd Q, April 1-June 30, 2018",Ohio,CIN,2018.0,FY 2018
205,Cleveland,"1,190","1,139",96,"1,959","FY 2018, 3rd Q, April 1-June 30, 2018",Ohio,CLE,2018.0,FY 2018
207,Columbus,"1,607","1,533",85,"3,247","FY 2018, 3rd Q, April 1-June 30, 2018",Ohio,CLM,2018.0,FY 2018
211,Oklahoma City,"1,017",966,122,"2,197","FY 2018, 3rd Q, April 1-June 30, 2018",Oklahoma,OKC,2018.0,FY 2018
215,Portland,"2,236","2,581",155,"4,377","FY 2018, 3rd Q, April 1-June 30, 2018",Oregon,POO,2018.0,FY 2018
219,Philadelphia,"4,984","4,948",496,"16,911","FY 2018, 3rd Q, April 1-June 30, 2018",Pennsylvania,PHI,2018.0,FY 2018
221,Pittsburgh,723,848,48,"1,593","FY 2018, 3rd Q, April 1-June 30, 2018",Pennsylvania,PIT,2018.0,FY 2018
225,Providence,874,"1,085",131,"1,475","FY 2018, 3rd Q, April 1-June 30, 2018",Rhode Island,PRO,2018.0,FY 2018
229,Charleston,632,746,64,931,"FY 2018, 3rd Q, April 1-June 30, 2018",South Carolina,CHS,2018.0,FY 2018
231,Greer,457,469,50,875,"FY 2018, 3rd Q, April 1-June 30, 2018",South Carolina,GRR,2018.0,FY 2018
235,Memphis,626,"2,119",113,"3,863","FY 2018, 3rd Q, April 1-June 30, 2018",Tennessee,MEM,2018.0,FY 2018
237,Nashville,"1,313", -   , D ,"4,357","FY 2018, 3rd Q, April 1-June 30, 2018",Tennessee,NTN,2018.0,FY 2018
241,Dallas,"6,732","5,620",492,"38,568","FY 2018, 3rd Q, April 1-June 30, 2018",Texas,DAL,2018.0,FY 2018
243,El Paso,"1,570","1,528",229,"6,502","FY 2018, 3rd Q, April 1-June 30, 2018",Texas,ELP,2018.0,FY 2018
245,Harlingen,941,"1,143",148,"5,111","FY 2018, 3rd Q, April 1-June 30, 2018",Texas,HLG,2018.0,FY 2018
247,Houston,"7,247","6,595",415,"44,511","FY 2018, 3rd Q, April 1-June 30, 2018",Texas,HOU,2018.0,FY 2018
249,San Antonio,"3,740","2,674",321,"12,091","FY 2018, 3rd Q, April 1-June 30, 2018",Texas,SNA,2018.0,FY 2018
253,Salt Lake City,"1,199",786,55,"5,883","FY 2018, 3rd Q, April 1-June 30, 2018",Utah,SLC,2018.0,FY 2018
257,St. Albans,189,190, D ,340,"FY 2018, 3rd Q, April 1-June 30, 2018",Vermont,STA,2018.0,FY 2018
261,Norfolk,"1,304","1,597",109,"3,994","FY 2018, 3rd Q, April 1-June 30, 2018",Virginia,NOR,2018.0,FY 2018
265,Seattle,"4,288","2,106",229,"20,502","FY 2018, 3rd Q, April 1-June 30, 2018",Washington,SEA,2018.0,FY 2018
267,Spokane,303,417,25,419,"FY 2018, 3rd Q, April 1-June 30, 2018",Washington,SPO,2018.0,FY 2018
269,Yakima,578,471,25,801,"FY 2018, 3rd Q, April 1-June 30, 2018",Washington,YAK,2018.0,FY 2018
273,Charleston,  , -   , -   , D ,"FY 2018, 3rd Q, April 1-June 30, 2018",West Virginia,CHS,2018.0,FY 2018
277,Milwaukee,"1,131","1,139",138,"3,958","FY 2018, 3rd Q, April 1-June 30, 2018",Wisconsin,MIL,2018.0,FY 2018
285,Agana,264,292,15,414,"FY 2018, 3rd Q, April 1-June 30, 2018",Guam,AGA,2018.0,FY 2018
289,Charlotte Amalie,120,99,20,360,"FY 2018, 3rd Q, April 1-June 30, 2018",U.S. Virgin Islands,CHA,2018.0,FY 2018
291,Christiansted,41,54, -   ,196,"FY 2018, 3rd Q, April 1-June 30, 2018",U.S. Virgin Islands,CHR,2018.0,FY 2018
295,San Juan,477,480,132,"1,278","FY 2018, 3rd Q, April 1-June 30, 2018",Puerto Rico,SAJ,2018.0,FY 2018
341,Beijing, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",China,,2018.0,FY 2018
343,Guangzhou, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",China,,2018.0,FY 2018
347,Havana, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Cuba,,2018.0,FY 2018
351,Santo Domingo, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Dominican Republic,,2018.0,FY 2018
355,San Salvador, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",El Salvador,,2018.0,FY 2018
359,Frankfurt, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Germany,23,2018.0,FY 2018
363,Accra, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Ghana,,2018.0,FY 2018
367,Athens, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Greece,,2018.0,FY 2018
371,Guatemala City, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Guatemala,,2018.0,FY 2018
375,Port-au-Prince, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Haiti,,2018.0,FY 2018
379,New Delhi, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",India,,2018.0,FY 2018
383,Rome, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Italy,14,2018.0,FY 2018
387,Amman, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Jordan,,2018.0,FY 2018
391,Nairobi, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Kenya,,2018.0,FY 2018
395,Ciudad Juarez, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Mexico,,2018.0,FY 2018
397,Mexico City, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Mexico,,2018.0,FY 2018
399,Monterrey, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Mexico,,2018.0,FY 2018
403,Lima, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Peru,,2018.0,FY 2018
407,Manila, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Philippines,,2018.0,FY 2018
411,Moscow, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Russia,,2018.0,FY 2018
415,Johannesburg, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",South Africa,,2018.0,FY 2018
419,Seoul, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",South Korea,54,2018.0,FY 2018
423,Bangkok, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",Thailand,,2018.0,FY 2018
427,London, N/A , N/A , N/A , N/A ,"FY 2018, 3rd Q, April 1-June 30, 2018",United Kingdom,1,2018.0,FY 2018
11,Montgomery,985,"2,030",116,"4,377","FY 2018, 4th Q, July 1-Sept. 30, 2018",Alabama,MGA,2018.0,FY 2018
15,Anchorage,271,483,29,446,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Alaska,ANC,2018.0,FY 2018
19,Phoenix,"3,098","2,787",376,"12,664","FY 2018, 4th Q, July 1-Sept. 30, 2018",Arizona,PHO,2018.0,FY 2018
21,Tucson,734,667,79,"1,731","FY 2018, 4th Q, July 1-Sept. 30, 2018",Arizona,TUC,2018.0,FY 2018
25,Fort Smith,327,301,35,953,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Arkansas,FSA,2018.0,FY 2018
29,Chula Vista, -   , -   , -   , -   ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",California,CVC,2018.0,FY 2018
31,Fresno,"2,816","3,133",287,"6,257","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,FRE,2018.0,FY 2018
33,Imperial,346,410,142,"1,229","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,IMP,2018.0,FY 2018
35,Los Angeles,"4,978","3,627",441,"15,616","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,LOS,2018.0,FY 2018
37,Los Angeles County,"4,705","5,688","1,017","14,581","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,LAC,2018.0,FY 2018
39,Sacramento,"3,711","2,969",348,"10,786","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SAC,2018.0,FY 2018
41,San Bernardino,"4,637","4,057",562,"8,332","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SBD,2018.0,FY 2018
43,San Diego,"4,186","4,749",387,"8,984","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SND,2018.0,FY 2018
45,San Fernando Valley,"3,902","2,583",336,"16,827","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SFV,2018.0,FY 2018
47,San Francisco,"7,628","5,503",390,"29,694","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SFR,2018.0,FY 2018
49,San Jose,"4,381","3,211",214,"12,344","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SNJ,2018.0,FY 2018
51,Santa Ana,"4,556","3,538",740,"14,867","FY 2018, 4th Q, July 1-Sept. 30, 2018",California,SAA,2018.0,FY 2018
55,Denver,"2,369","2,657",456,"9,256","FY 2018, 4th Q, July 1-Sept. 30, 2018",Colorado,DEN,2018.0,FY 2018
59,Hartford,"2,356","2,140",262,"7,291","FY 2018, 4th Q, July 1-Sept. 30, 2018",Connecticut,HAR,2018.0,FY 2018
63,Dover AFB, -   , -   , -   , -   ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Delaware,DVD,2018.0,FY 2018
67,Washington,"4,924","4,733",400,"16,966","FY 2018, 4th Q, July 1-Sept. 30, 2018",District of Columbia,WAS,2018.0,FY 2018
71,Fort Meyers,"1,201","1,477",275,"5,202","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,OFM,2018.0,FY 2018
73,Hialeah,"3,711","3,307",417,"8,028","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,HIA,2018.0,FY 2018
75,Jacksonville,"1,319","1,665",173,"2,223","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,JAC,2018.0,FY 2018
77,Kendall,"3,803","4,537",494,"9,538","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,KND,2018.0,FY 2018
79,Miami,"3,185","3,364",360,"17,378","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,MIA,2018.0,FY 2018
81,Oakland Park,"2,968","3,382",467,"12,940","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,OKL,2018.0,FY 2018
83,Orlando,"2,888","2,554",404,"9,698","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,ORL,2018.0,FY 2018
85,Tampa,"3,170","4,036",418,"6,429","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,TAM,2018.0,FY 2018
87,West Palm Beach,"2,273","1,928",454,"6,330","FY 2018, 4th Q, July 1-Sept. 30, 2018",Florida,WPB,2018.0,FY 2018
91,Atlanta,"5,234","3,599",468,"22,855","FY 2018, 4th Q, July 1-Sept. 30, 2018",Georgia,ATL,2018.0,FY 2018
95,Honolulu,831,582,112,"3,366","FY 2018, 4th Q, July 1-Sept. 30, 2018",Hawaii,HHW,2018.0,FY 2018
99,Boise,473,501,16,745,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Idaho,BOI,2018.0,FY 2018
103,Chicago,"7,113","9,178",768,"29,384","FY 2018, 4th Q, July 1-Sept. 30, 2018",Illinois,CHI,2018.0,FY 2018
107,Indianapolis,"1,873","1,489",248,"3,925","FY 2018, 4th Q, July 1-Sept. 30, 2018",Indiana,INP,2018.0,FY 2018
111,Des Moines,"1,005",652,85,"3,688","FY 2018, 4th Q, July 1-Sept. 30, 2018",Iowa,DSM,2018.0,FY 2018
115,Wichita,334,544,55,677,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Kansas,WIC,2018.0,FY 2018
119,Louisville,"1,266","1,165",176,"2,260","FY 2018, 4th Q, July 1-Sept. 30, 2018",Kentucky,LOU,2018.0,FY 2018
123,New Orleans,926,"1,082",53,"3,888","FY 2018, 4th Q, July 1-Sept. 30, 2018",Louisiana,NOL,2018.0,FY 2018
127,Portland,275,349,17,404,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Maine,POO,2018.0,FY 2018
131,Baltimore,"4,685","4,503",182,"22,646","FY 2018, 4th Q, July 1-Sept. 30, 2018",Maryland,BAL,2018.0,FY 2018
135,Boston,"4,393","5,070",318,"8,813","FY 2018, 4th Q, July 1-Sept. 30, 2018",Massachusetts,BOS,2018.0,FY 2018
137,Lawrence,"2,211","2,560",306,"3,822","FY 2018, 4th Q, July 1-Sept. 30, 2018",Massachusetts,LAW,2018.0,FY 2018
141,Detroit,"4,074","3,500",665,"9,750","FY 2018, 4th Q, July 1-Sept. 30, 2018",Michigan,DET,2018.0,FY 2018
145,St. Paul,"3,865","2,230",404,"18,741","FY 2018, 4th Q, July 1-Sept. 30, 2018",Minnesota,SPM,2018.0,FY 2018
149,Kansas City,"1,208","1,114",115,"2,151","FY 2018, 4th Q, July 1-Sept. 30, 2018",Missouri,KAN,2018.0,FY 2018
151,St. Louis,823,809,75,"1,917","FY 2018, 4th Q, July 1-Sept. 30, 2018",Missouri,STL,2018.0,FY 2018
155,Helena,82,108, D ,165,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Montana,HEL,2018.0,FY 2018
159,Omaha,"1,077","1,158",181,"2,412","FY 2018, 4th Q, July 1-Sept. 30, 2018",Nebraska,OMA,2018.0,FY 2018
163,Las Vegas,"2,152","1,153",144,"9,635","FY 2018, 4th Q, July 1-Sept. 30, 2018",Nevada,LVG,2018.0,FY 2018
165,Reno,328,363,39,745,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Nevada,REN,2018.0,FY 2018
169,Manchester,468,534,38,628,"FY 2018, 4th Q, July 1-Sept. 30, 2018",New Hampshire,MAN,2018.0,FY 2018
173,Mount Laurel,"2,070","2,131",182,"4,429","FY 2018, 4th Q, July 1-Sept. 30, 2018",New Jersey,MTL,2018.0,FY 2018
175,Newark,"8,411","7,739",803,"25,630","FY 2018, 4th Q, July 1-Sept. 30, 2018",New Jersey,NEW,2018.0,FY 2018
179,Albuquerque,513,644,39,939,"FY 2018, 4th Q, July 1-Sept. 30, 2018",New Mexico,ABQ,2018.0,FY 2018
183,Albany,490,263,51,"1,264","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,ALB,2018.0,FY 2018
185,Brooklyn,"5,456","5,395","1,244","23,818","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,BNY,2018.0,FY 2018
187,Buffalo,"1,589","1,534",270,"3,323","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,BUF,2018.0,FY 2018
189,Long Island,"2,943","2,996",516,"9,749","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,LNY,2018.0,FY 2018
191,New York,"7,155","6,326","1,481","30,029","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,NYC,2018.0,FY 2018
193,Queens,"6,208","7,033","1,711","23,233","FY 2018, 4th Q, July 1-Sept. 30, 2018",New York,QNS,2018.0,FY 2018
197,Charlotte,"2,098","1,525",144,"6,206","FY 2018, 4th Q, July 1-Sept. 30, 2018",North Carolina,CLT,2018.0,FY 2018
199,Raleigh,"1,933","2,113",86,"3,899","FY 2018, 4th Q, July 1-Sept. 30, 2018",North Carolina,RAL,2018.0,FY 2018
203,Cincinnati,830,948,88,"1,344","FY 2018, 4th Q, July 1-Sept. 30, 2018",Ohio,CIN,2018.0,FY 2018
205,Cleveland,"1,256","1,388",130,"1,741","FY 2018, 4th Q, July 1-Sept. 30, 2018",Ohio,CLE,2018.0,FY 2018
207,Columbus,"1,615","1,736",126,"3,031","FY 2018, 4th Q, July 1-Sept. 30, 2018",Ohio,CLM,2018.0,FY 2018
211,Oklahoma City,959,"1,109",116,"1,888","FY 2018, 4th Q, July 1-Sept. 30, 2018",Oklahoma,OKC,2018.0,FY 2018
215,Portland,"2,184","1,632",81,"4,887","FY 2018, 4th Q, July 1-Sept. 30, 2018",Oregon,POO,2018.0,FY 2018
219,Philadelphia,"4,908","4,180",606,"17,038","FY 2018, 4th Q, July 1-Sept. 30, 2018",Pennsylvania,PHI,2018.0,FY 2018
221,Pittsburgh,727,749,31,"1,603","FY 2018, 4th Q, July 1-Sept. 30, 2018",Pennsylvania,PIT,2018.0,FY 2018
225,Providence,815,"1,000",162,"1,199","FY 2018, 4th Q, July 1-Sept. 30, 2018",Rhode Island,PRO,2018.0,FY 2018
229,Charleston,659,549,45,"1,058","FY 2018, 4th Q, July 1-Sept. 30, 2018",South Carolina,CHS,2018.0,FY 2018
231,Greer,513,508,16,952,"FY 2018, 4th Q, July 1-Sept. 30, 2018",South Carolina,GRR,2018.0,FY 2018
235,Memphis,654,"1,440",175,"2,809","FY 2018, 4th Q, July 1-Sept. 30, 2018",Tennessee,MEM,2018.0,FY 2018
237,Nashville,"1,341",354,46,"5,436","FY 2018, 4th Q, July 1-Sept. 30, 2018",Tennessee,NTN,2018.0,FY 2018
241,Dallas,"6,827","7,387",543,"37,160","FY 2018, 4th Q, July 1-Sept. 30, 2018",Texas,DAL,2018.0,FY 2018
243,El Paso,"1,367","1,781",278,"4,362","FY 2018, 4th Q, July 1-Sept. 30, 2018",Texas,ELP,2018.0,FY 2018
245,Harlingen,765,"1,044",197,"4,585","FY 2018, 4th Q, July 1-Sept. 30, 2018",Texas,HLG,2018.0,FY 2018
247,Houston,"7,443","11,043",868,"37,245","FY 2018, 4th Q, July 1-Sept. 30, 2018",Texas,HOU,2018.0,FY 2018
249,San Antonio,"3,737","2,831",246,"12,875","FY 2018, 4th Q, July 1-Sept. 30, 2018",Texas,SNA,2018.0,FY 2018
253,Salt Lake City,"1,228",907,109,"6,083","FY 2018, 4th Q, July 1-Sept. 30, 2018",Utah,SLC,2018.0,FY 2018
257,St. Albans,201,176, D ,360,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Vermont,STA,2018.0,FY 2018
261,Norfolk,"1,201","1,224",90,"4,074","FY 2018, 4th Q, July 1-Sept. 30, 2018",Virginia,NOR,2018.0,FY 2018
265,Seattle,"4,417","3,280",243,"21,431","FY 2018, 4th Q, July 1-Sept. 30, 2018",Washington,SEA,2018.0,FY 2018
267,Spokane,307,332,18,371,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Washington,SPO,2018.0,FY 2018
269,Yakima,501,604,26,688,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Washington,YAK,2018.0,FY 2018
273,Charleston, -   , -   , -   , -   ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",West Virginia,CHS,2018.0,FY 2018
277,Milwaukee,"1,086","1,335",141,"3,656","FY 2018, 4th Q, July 1-Sept. 30, 2018",Wisconsin,MIL,2018.0,FY 2018
285,Agana,225,249,12,401,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Guam,AGA,2018.0,FY 2018
289,Charlotte Amalie,84,185,15,297,"FY 2018, 4th Q, July 1-Sept. 30, 2018",U.S. Virgin Islands,CHA,2018.0,FY 2018
291,Christiansted,41,23, D ,221,"FY 2018, 4th Q, July 1-Sept. 30, 2018",U.S. Virgin Islands,CHR,2018.0,FY 2018
295,San Juan,426,520,136,"1,076","FY 2018, 4th Q, July 1-Sept. 30, 2018",Puerto Rico,SAJ,2018.0,FY 2018
341,Beijing, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",China,,2018.0,FY 2018
343,Guangzhou, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",China,,2018.0,FY 2018
347,Havana, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Cuba,,2018.0,FY 2018
351,Santo Domingo, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Dominican Republic,,2018.0,FY 2018
355,San Salvador, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",El Salvador,,2018.0,FY 2018
359,Frankfurt, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Germany,23,2018.0,FY 2018
363,Accra, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Ghana,,2018.0,FY 2018
367,Athens, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Greece,,2018.0,FY 2018
371,Guatemala City, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Guatemala,,2018.0,FY 2018
375,Port-au-Prince, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Haiti,,2018.0,FY 2018
379,New Delhi, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",India,,2018.0,FY 2018
383,Rome, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Italy,14,2018.0,FY 2018
387,Amman, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Jordan,,2018.0,FY 2018
391,Nairobi, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Kenya,,2018.0,FY 2018
395,Ciudad Juarez, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Mexico,,2018.0,FY 2018
397,Mexico City, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Mexico,,2018.0,FY 2018
399,Monterrey, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Mexico,,2018.0,FY 2018
403,Lima, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Peru,,2018.0,FY 2018
407,Manila, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Philippines,,2018.0,FY 2018
411,Moscow, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Russia,,2018.0,FY 2018
415,Johannesburg, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",South Africa,,2018.0,FY 2018
419,Seoul, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",South Korea,54,2018.0,FY 2018
423,Bangkok, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",Thailand,,2018.0,FY 2018
427,London, N/A , N/A , N/A , N/A ,"FY 2018, 4th Q, July 1-Sept. 30, 2018",United Kingdom,1,2018.0,FY 2018
9,Montgomery,869,"1,075",155,"4,258","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Alabama,MGA,2018.0,FY 2019
13,Anchorage,290,136,33,577,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Alaska,ANC,2018.0,FY 2019
17,Phoenix,"2,346","2,322",277,"12,714","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Arizona,PHO,2018.0,FY 2019
19,Tucson,585,661,66,"1,458","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Arizona,TUC,2018.0,FY 2019
23,Fort Smith,284,122,21,"1,107","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",Arkansas,FSA,2018.0,FY 2019
27,Chula Vista, -   , -   , -   , -   ,"FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,CVC,2018.0,FY 2019
29,Fresno,"2,313","2,793",256,"5,653","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,FRE,2018.0,FY 2019
31,Imperial,367,239,122,"1,250","FY 2019, 1st Q, Oct. 1-Dec. 31, 2018",California,IMP,2018.0,FY 2019
